,Z,Var_tot_a,Var_A1_a,Var_A2_a,Var_A3_a,Var_A4_a,Var_tot_b,Var_A1_b,Var_A2_b,Var_A3_b,Var_A4_b,Var_tot_c,Var_A1_c,Var_A2_c,Var_A3_c,Var_A4_c,Var_tot_d,Var_A1_d,Var_A2_d,Var_A4_d,Var_A4_d,Std_tot_a,Std_A1_a,Std_A2_a,Std_A3_a,Std_A4_a,Std_tot_b,Std_A1_b,Std_A2_b,Std_A3_b,Std_A4_b,Std_tot_c,Std_A1_c,Std_A2_c,Std_A3_c,Std_A4_c,Std_tot_d,Std_A1_d,Std_A2_d,Std_A4_d,Std_A4_d
32,-162.2,3.444918888546125e-11,1.3927775532357114e-11,4.657666726593052e-11,,1.9920062359443766e-13,2.985459151673143e-11,1.554881792746768e-11,6.602436772980895e-11,,4.2967990316962155e-12,2.1462794043252618e-11,1.3303897380663877e-11,5.2703498288103685e-11,,8.812611853441954e-12,1.5695601520317102e-11,9.98545609608067e-12,3.704868157373995e-11,7.480373028468683e-12,7.480373028468683e-12,2.5112411936877594e-06,3.5178335907719753e-06,5.997053302985136e-06,,4.0777760731024733e-07,3.2469728386419874e-06,3.8232439472004295e-06,7.862138967684111e-06,,2.03570725855075e-06,3.05603848766396e-06,3.603300233116407e-06,7.1308280993375e-06,,2.9193498952135057e-06,2.7432482444263324e-06,3.132728959193086e-06,6.008433255421613e-06,2.7005673126344633e-06,2.7005673126344633e-06
33,-172.2,3.239990423894515e-11,1.3887482099306925e-11,4.666644262349888e-11,,1.9343381477251444e-13,2.8228351805902012e-11,1.5433869521771122e-11,6.554792879344223e-11,,4.474078436099301e-12,2.0382345210201652e-11,1.300071134614527e-11,5.177282393855636e-11,,8.86366303056588e-12,1.4934577574015875e-11,9.719510846432567e-12,3.5912238771653614e-11,7.547518525963873e-12,7.547518525963873e-12,2.472909279727549e-06,3.51416758430641e-06,6.010265143001947e-06,,4.021381515945726e-07,3.1826737344828328e-06,3.8110602485710963e-06,7.840011793570843e-06,,2.077101987367805e-06,2.995234241856281e-06,3.5622798220619605e-06,7.067919075386109e-06,,2.9270266654895373e-06,2.6848818775052002e-06,3.0898818328919655e-06,5.912084625858549e-06,2.7130967721254706e-06,2.7130967721254706e-06
34,-182.2,3.113215075041445e-11,1.4117584846510983e-11,4.76961451371305e-11,,1.9223764511104956e-13,2.727840430635718e-11,1.5619139333818088e-11,6.635586311654985e-11,,4.7637415705769834e-12,1.9784403646254865e-11,1.2956625252397148e-11,5.18561066196975e-11,,9.093215894382033e-12,1.4524808350617017e-11,9.657053377344367e-12,3.5502145487692484e-11,7.774052160268041e-12,7.774052160268041e-12,2.461104246406016e-06,3.5442324054770477e-06,6.083920463358034e-06,,4.0120983226381254e-07,3.153172521300439e-06,3.835940297642422e-06,7.894638132510476e-06,,2.1430650355937402e-06,2.967246863024611e-06,3.5565530944598265e-06,7.073784162848665e-06,,2.9639051769415337e-06,2.6559957886328484e-06,3.079284120674524e-06,5.874558992694723e-06,2.754123483062257e-06,2.754123483062257e-06
35,-192.2,3.033855446151022e-11,1.4481874025193843e-11,4.9194229745710436e-11,,1.9370504023081946e-13,2.6735808172143274e-11,1.5957822787335076e-11,6.781643078224727e-11,,5.1105411961044854e-12,1.947902364567614e-11,1.3058193537321005e-11,5.2482886657545794e-11,,9.40772135498464e-12,1.4323205545375819e-11,9.71182915718627e-12,3.5518969420370864e-11,8.080601857226928e-12,8.080601857226928e-12,2.465035385774381e-06,3.590252055738115e-06,6.186002046436954e-06,,4.0304014373817056e-07,3.1450267557362187e-06,3.879274804750223e-06,7.987073746810314e-06,,2.2194500858139616e-06,2.959651550494544e-06,3.57084032385461e-06,7.1163679246992616e-06,,3.0139825708262124e-06,2.6457864325915713e-06,3.0876351419948798e-06,5.872477801329133e-06,2.80864445599034e-06,2.80864445599034e-06
36,-202.2,2.8985835424990097e-11,1.4493422582616043e-11,4.9501799879432315e-11,,1.911449274427848e-13,2.5706691019645398e-11,1.5913867808404274e-11,6.764476867292443e-11,,5.3396945849182785e-12,1.8835082748340966e-11,1.2865475789376136e-11,5.188263636406365e-11,,9.488796755404914e-12,1.3879920337049256e-11,9.552749613825907e-12,3.476024267761382e-11,8.193583394675607e-12,8.193583394675607e-12,2.440789267875601e-06,3.59178383747954e-06,6.21206116411799e-06,,4.0065078847256834e-07,3.102818766356364e-06,3.875741321538533e-06,7.982435387560419e-06,,2.268383376628439e-06,2.920762101206513e-06,3.544843006456538e-06,7.075335183878309e-06,,3.026236771132684e-06,2.6085416004427033e-06,3.0621423341342466e-06,5.806379033714373e-06,2.8290645304053726e-06,2.8290645304053726e-06
37,-212.2,2.70568124507272e-11,1.4122603530627515e-11,4.849478333618631e-11,,1.8421220887715876e-13,2.4142300529504573e-11,1.5458524691726988e-11,6.57124937150182e-11,,5.42232309424647e-12,1.7780192021169856e-11,1.23634828559776e-11,4.9984393813161175e-11,,9.310912268554956e-12,1.3134364537186457e-11,9.166678945642587e-12,3.320031363989931e-11,8.087388359629498e-12,8.087388359629498e-12,2.38626165628884e-06,3.5451809353098492e-06,6.1547173754967e-06,,3.935783724559817e-07,3.0236525386395585e-06,3.821508501435795e-06,7.872425956244818e-06,,2.2855620787150454e-06,2.8471159084257555e-06,3.4755279631186912e-06,6.944346699217388e-06,,2.997070205041046e-06,2.5408023540355734e-06,2.999752928232198e-06,5.67207769314682e-06,2.8116026323657866e-06,2.8116026323657866e-06
38,-222.2,2.670536393983575e-11,1.4522455433445871e-11,5.0130395088777134e-11,,1.878188880539659e-13,2.3989025145251696e-11,1.5853347490641956e-11,6.737859364158482e-11,,5.800161527958057e-12,1.7774355277920175e-11,1.2557698727480164e-11,5.085665395193779e-11,,9.634003996365567e-12,1.3160548224809674e-11,9.29723760338777e-12,3.3532804359840895e-11,8.421910821195763e-12,8.421910821195763e-12,2.3976611201757656e-06,3.5942187451363816e-06,6.263420294007631e-06,,3.976579443999785e-07,3.0292135354121525e-06,3.871458938476188e-06,7.975861305793098e-06,,2.3635155078594965e-06,2.8538079515699408e-06,3.5033415586199178e-06,7.00425355884685e-06,,3.0479753897342e-06,2.54506522252756e-06,3.021348941992772e-06,5.698408481632441e-06,2.8701788974411585e-06,2.8701788974411585e-06
39,-232.7,2.549436185561045e-11,1.4393667703706117e-11,4.994005222861539e-11,,1.8492139677304192e-13,2.3057306459963436e-11,1.567649635729332e-11,6.659726807088446e-11,,5.968299499928508e-12,1.717895242181559e-11,1.2310357627324492e-11,4.9903264635952495e-11,,9.600100247325718e-12,1.2742801588721894e-11,9.100947763533743e-12,3.270019773455928e-11,8.450927918004465e-12,8.450927918004465e-12,2.3663324257695213e-06,3.5770468619867166e-06,6.256798295320055e-06,,3.9480532853564926e-07,2.981636030635609e-06,3.851066400793873e-06,7.933045260495472e-06,,2.3971671868223367e-06,2.8104631063753053e-06,3.4693544911458027e-06,6.937848742993959e-06,,3.0419810466039314e-06,2.504913186951982e-06,2.9897246488961727e-06,5.625797013228499e-06,2.8761840173004083e-06,2.8761840173004083e-06
40,-244.2,2.5677144166769313e-11,1.502377618985038e-11,5.2383776084520513e-11,,1.9203463282349194e-13,2.3374860575002286e-11,1.6330804625992596e-11,6.932653611261067e-11,,6.455129175033489e-12,1.751907234843384e-11,1.2723496051877358e-11,5.1591566523459614e-11,,1.0066808256250282e-11,1.3023725150165943e-11,9.392707939482282e-12,3.362701242888126e-11,8.928308515135364e-12,8.928308515135364e-12,2.397732715338241e-06,3.6528978280598085e-06,6.41299676692811e-06,,4.0254145743322913e-07,3.0138198988036024e-06,3.93171195991777e-06,8.096869487526746e-06,,2.492624925155812e-06,2.8422780509430307e-06,3.5278365609460307e-06,7.0537668094887764e-06,,3.1144269966739107e-06,2.532085553170505e-06,3.0377982690639564e-06,5.704047465138617e-06,2.9574267257191065e-06,2.9574267257191065e-06
41,-256.7,2.469614449462215e-11,1.498049378139616e-11,5.250536774425801e-11,,1.906923924264113e-13,2.2633434671954754e-11,1.6254720368110442e-11,6.892621214104502e-11,,6.679259851505702e-12,1.7064703997851332e-11,1.2564106932292385e-11,5.0922368607043974e-11,,1.0081027011879854e-11,1.2720914547498765e-11,9.26038306567086e-12,3.302125257626384e-11,9.019809196554862e-12,9.019809196554862e-12,2.3733817051142724e-06,3.6454647659855902e-06,6.425373194493336e-06,,4.0134901926750663e-07,2.9758629797379802e-06,3.923540101298925e-06,8.075752750813096e-06,,2.535069545751739e-06,2.8078740576947915e-06,3.506510671670007e-06,7.007301923784156e-06,,3.11596814391093e-06,2.500628362273041e-06,3.0169324548816678e-06,5.65191912460182e-06,2.973794582847907e-06,2.973794582847907e-06
42,-270.2,2.2905632295228047e-11,1.4422590158530896e-11,5.08238183517829e-11,,1.8304100654999989e-13,2.1139996329141336e-11,1.56248722035543e-11,6.615054727288956e-11,,6.679845779289824e-12,1.6043043721757722e-11,1.1981333438922859e-11,4.849862484321681e-11,,9.743299260761151e-12,1.2002817827569987e-11,8.816555601228567e-12,3.12907063463316e-11,8.807019993517381e-12,8.807019993517381e-12,2.307696776602279e-06,3.5741927066924444e-06,6.326370398951123e-06,,3.9342635531552587e-07,2.88610791108447e-06,3.847613072751234e-06,7.912846299059172e-06,,2.534658069955043e-06,2.7248436538919846e-06,3.4251062530672787e-06,6.83769643352526e-06,,3.062652770172316e-06,2.4262443408279583e-06,2.9443568541108365e-06,5.501558151429103e-06,2.9398430196581273e-06,2.9398430196581273e-06
43,-284.7,2.265290327052065e-11,1.4809719566754436e-11,5.247786235750479e-11,,1.876425045258865e-13,2.1048102042020353e-11,1.602306031323308e-11,6.769509766028893e-11,,7.130167631534163e-12,1.6075658179540433e-11,1.218821191230912e-11,4.9233305720081166e-11,,1.0039339536165635e-11,1.2071621920797858e-11,8.955196730189436e-12,3.159554642064033e-11,9.181605075790508e-12,9.181605075790508e-12,2.3162894942335752e-06,3.6183764189703946e-06,6.433001563840362e-06,,3.985508699221732e-07,2.8897174083834057e-06,3.897011805509619e-06,8.004872367977113e-06,,2.6180929021182266e-06,2.7298203244765006e-06,3.4554570019403162e-06,6.887884482147119e-06,,3.1081249979700076e-06,2.4301345090586316e-06,2.967959024478258e-06,5.527924896988206e-06,3.0031399848936916e-06,3.0031399848936916e-06
44,-300.2,2.1795479847068493e-11,1.4813168018394447e-11,5.278688852342505e-11,,1.8760107717158243e-13,2.040156297238473e-11,1.600999999485475e-11,6.746639085340756e-11,,7.414870455431076e-12,1.569176380533167e-11,1.2079975899247796e-11,4.866135903846903e-11,,1.0071503957336967e-11,1.1831399045511477e-11,8.866714329424537e-12,3.1047177022475005e-11,9.33538141554919e-12,9.33538141554919e-12,2.2936843779718294e-06,3.614612941287263e-06,6.455934968776421e-06,,3.9871038278167267e-07,2.8554022479985273e-06,3.895924384563966e-06,7.990025247567317e-06,,2.6691599011139834e-06,2.6988638510348054e-06,3.4409385127183423e-06,6.8454262629078985e-06,,3.1123860831923185e-06,2.4021586631517944e-06,2.953664328419543e-06,5.478734886406878e-06,3.029637851926205e-06,3.029637851926205e-06
45,-316.7,2.0414670591104818e-11,1.4411304464751069e-11,5.164887527524155e-11,,1.8264050657886865e-13,1.9246780812968035e-11,1.556374979440682e-11,6.538899374851058e-11,,7.498308429679023e-12,1.4912856183436317e-11,1.1648127647279358e-11,4.6775386475555884e-11,,9.823262001135766e-12,1.1289442268084677e-11,8.549324386151769e-12,2.9654825237202774e-11,9.245121807893814e-12,9.245121807893814e-12,2.2390475472045126e-06,3.5604017119441273e-06,6.38920094944735e-06,,3.9359669050950036e-07,2.7813466229759097e-06,3.841565270757269e-06,7.863042299008316e-06,,2.683371554959176e-06,2.6302109458397726e-06,3.3796107365271647e-06,6.707709314523333e-06,,3.0731011562100208e-06,2.340670261946826e-06,2.9005454801259883e-06,5.351972740435217e-06,3.016352081222305e-06,3.016352081222305e-06
46,-334.2,1.9555013169008236e-11,1.4375907094752162e-11,5.182166784863764e-11,,1.825519409095023e-13,1.854766076116497e-11,1.551763877528351e-11,6.498116183692756e-11,,7.771831938070245e-12,1.447174497705621e-11,1.1519537596162692e-11,4.614778160468687e-11,,9.821678226767171e-12,1.099974305893173e-11,8.4662794055076e-12,2.9056921287883773e-11,9.403777106687707e-12,9.403777106687707e-12,2.212424657929053e-06,3.5504723726621403e-06,6.4020768699139705e-06,,3.9368561982751653e-07,2.7409243789098536e-06,3.836030144853335e-06,7.83348149351241e-06,,2.7310267841953948e-06,2.593389174967193e-06,3.3614757169491554e-06,6.656356246336802e-06,,3.0722084983617353e-06,2.307586159720413e-06,2.886491379617863e-06,5.2925811093941015e-06,3.0434067393014975e-06,3.0434067393014975e-06
47,-353.2,1.9151014243043016e-11,1.464941592499246e-11,5.312595469216722e-11,,1.8660079289566751e-13,1.8265466125485886e-11,1.5808586312525992e-11,6.597804240282658e-11,,8.222591034173482e-12,1.4342716535018121e-11,1.1641838438370126e-11,4.663648215353942e-11,,1.0030314561017612e-11,1.094851052735565e-11,8.583820647244567e-12,2.917695706162706e-11,9.789991215497423e-12,9.789991215497423e-12,2.2083608355869572e-06,3.5777754540627414e-06,6.482907589726916e-06,,3.9820564797936575e-07,2.729183147251916e-06,3.871850815859114e-06,7.88602768241413e-06,,2.808167787314065e-06,2.583703254270711e-06,3.379638981902785e-06,6.681773391695265e-06,,3.1040962369637155e-06,2.298847518322186e-06,2.90645589099268e-06,5.29410150807871e-06,3.106373449109207e-06,3.106373449109207e-06
48,-374.2,1.8613418184372413e-11,1.481441458063696e-11,5.407222870427052e-11,,1.8947046394839014e-13,1.7843775235032564e-11,1.598552777082447e-11,6.650784351257928e-11,,8.62429203227629e-12,1.4121615508446862e-11,1.1681428015673131e-11,4.70395739937388e-11,,1.0165772179957804e-11,1.083157114099116e-11,8.660898922243363e-12,2.9343144340732145e-11,1.013626362132003e-11,1.013626362132003e-11,2.1958931129687694e-06,3.5908323311360547e-06,6.5391529717278814e-06,,4.014281278630923e-07,2.707599077414408e-06,3.89337450829935e-06,7.907763666006388e-06,,2.874915491011975e-06,2.564953751719533e-06,3.385505440939621e-06,6.694973359195581e-06,,3.124535837906659e-06,2.2823163988675486e-06,2.9195243452939427e-06,5.291082171912105e-06,3.161654854885161e-06,3.161654854885161e-06
49,-396.7,1.8755525167913138e-11,1.5576552033818616e-11,5.729986463787954e-11,,2.0029457629311e-13,1.809639131817818e-11,1.6809037794875013e-11,6.977449075885097e-11,,9.411859771653204e-12,1.4461620320130577e-11,1.2189273234316934e-11,5.002099566063413e-11,,1.0717438861143085e-11,1.1149097695219852e-11,9.115210368852042e-12,3.151004700116206e-11,1.0953548271876626e-11,1.0953548271876626e-11,2.224810459188862e-06,3.673701763562162e-06,6.726910305120719e-06,,4.12914629959062e-07,2.7370085683697857e-06,3.992205267835625e-06,8.085450673890721e-06,,3.0021199069677987e-06,2.5958413037195424e-06,3.458159779132825e-06,6.869127799889697e-06,,3.207903009040146e-06,2.3101250620089156e-06,2.995336461396121e-06,5.43319550937663e-06,3.2871306671429684e-06,3.2871306671429684e-06
50,-420.7,1.829669258403144e-11,1.588723410512474e-11,5.870371010279046e-11,,2.057090967934593e-13,1.7797918718502363e-11,1.714640612341982e-11,7.087532611553774e-11,,9.96694472722409e-12,1.4379316597562213e-11,1.2343017658740163e-11,5.099414686493377e-11,,1.096988172555132e-11,1.114648976200477e-11,9.341905128170088e-12,3.187592659175547e-11,1.1530773619187934e-11,1.1530773619187934e-11,2.2195912743499726e-06,3.700522612939365e-06,6.805793152799483e-06,,4.1864149119484474e-07,2.7250289140940145e-06,4.031758450934484e-06,8.133679898291674e-06,,3.0880310635032003e-06,2.5887951696715157e-06,3.4794162224855327e-06,6.9186635991518045e-06,,3.2454331708972867e-06,2.304193437696667e-06,3.0328045459173298e-06,5.455381582819493e-06,3.3726132329287096e-06,3.3726132329287096e-06
51,-445.7,1.8221936856740854e-11,1.6442922629999547e-11,6.111169426070832e-11,,2.147564494014992e-13,1.7872327389149392e-11,1.7746646855010083e-11,7.31743696516536e-11,,1.0699022846976857e-11,1.4579976943324272e-11,1.26916162400863e-11,5.3082812785334696e-11,,1.1408510656430333e-11,1.1340144131836762e-11,9.749668304742465e-12,3.311256042158324e-11,1.2356917223871598e-11,1.2356917223871598e-11,2.2310676666921622e-06,3.753945851541542e-06,6.93406865401149e-06,,4.279279570254721e-07,2.7349116241812135e-06,4.10128920621394e-06,8.24250980407146e-06,,3.197982991374769e-06,2.6028013360434973e-06,3.5274067970981223e-06,7.030142622627962e-06,,3.310004548743062e-06,2.31622981562583e-06,3.0988530367296774e-06,5.536898393989476e-06,3.490719659875241e-06,3.490719659875241e-06
52,-470.7,1.8082523690102183e-11,1.700616473290479e-11,6.344886349436635e-11,,2.2461580707298133e-13,1.7894504721470415e-11,1.835071281643697e-11,7.541763971504914e-11,,1.148682799899226e-11,1.4754474299483554e-11,1.3044984329529766e-11,5.48150704035033e-11,,1.188057347228595e-11,1.1522998686594113e-11,1.0205130842084397e-11,3.391941438037922e-11,1.3298826763924416e-11,1.3298826763924416e-11,2.241823394717821e-06,3.8050757751620142e-06,7.056345377849224e-06,,4.378224761967194e-07,2.74377242937616e-06,4.169905229060762e-06,8.343929480051041e-06,,3.3120250158370075e-06,2.616659424922872e-06,3.5750352436676328e-06,7.131181401209256e-06,,3.3785694788511734e-06,2.3281912399715024e-06,3.1708997288613295e-06,5.605633305030113e-06,3.6199839678374878e-06,3.6199839678374878e-06
53,-495.7,1.7139695378464356e-11,1.680542749612463e-11,6.289995344035946e-11,,2.2485593155372184e-13,1.712565312378036e-11,1.812486520028415e-11,7.436502666540528e-11,,1.1761684680643185e-11,1.424669882238866e-11,1.2819713299646277e-11,5.41182720015532e-11,,1.1841587702975336e-11,1.1173623350357933e-11,1.022730696379004e-11,3.3403531184964175e-11,1.369684956888674e-11,1.369684956888674e-11,2.204288173380497e-06,3.7689788839645926e-06,7.014919606795066e-06,,4.382189568996288e-07,2.6928442662400666e-06,4.143431505433188e-06,8.25392613550984e-06,,3.349826444140017e-06,2.5729878199883648e-06,3.542720259831134e-06,7.06344789626003e-06,,3.3742109442690047e-06,2.289328766066087e-06,3.1744478790120043e-06,5.554859472024895e-06,3.671865310920334e-06,3.671865310920334e-06
54,-520.7,1.780604932704466e-11,1.813238039734779e-11,6.764925313288244e-11,,2.4619812218097527e-13,1.7922079822262584e-11,1.9538898458407212e-11,7.976132268957397e-11,,1.3132417643736022e-11,1.5035593625492162e-11,1.3760044120071761e-11,5.717849710105965e-11,,1.2908852985131424e-11,1.1854602069446787e-11,1.120118063171094e-11,3.531444142916956e-11,1.5419501603364215e-11,1.5419501603364215e-11,2.2663039531876746e-06,3.899462076667825e-06,7.280323022009433e-06,,4.586906556910617e-07,2.7636527759937516e-06,4.301088045853622e-06,8.533640944565901e-06,,3.5380129505968067e-06,2.645678153497962e-06,3.668883783803666e-06,7.284622179136842e-06,,3.524612864424006e-06,2.3550916258168423e-06,3.321682394804624e-06,5.7360036202656005e-06,3.893503048426853e-06,3.893503048426853e-06
55,-545.7,1.780802597499801e-11,1.8710500069155896e-11,6.973640406625323e-11,,2.580652302150268e-13,1.802507637299099e-11,2.0136727607412138e-11,8.20508907756559e-11,,1.4001486085010872e-11,1.5254532028994753e-11,1.412764358818724e-11,5.88012182915547e-11,,1.3473474500955166e-11,1.2092770002629497e-11,1.1732602786960714e-11,3.6649971790085065e-11,1.660308182155394e-11,1.660308182155394e-11,2.280625832162238e-06,3.943739647471574e-06,7.3834059718104e-06,,4.697363689789164e-07,2.7768893311163285e-06,4.365229620920157e-06,8.626674166454365e-06,,3.651575108886722e-06,2.664369117239991e-06,3.7160245334073466e-06,7.368447887154747e-06,,3.6028480872562377e-06,2.373526013169714e-06,3.3984447727660927e-06,5.827376243987684e-06,4.037362395326971e-06,4.037362395326971e-06
56,-570.7,1.686705222681445e-11,1.8256139544289332e-11,6.755480600589883e-11,,2.5598197229282987e-13,1.716206079602355e-11,1.9614554557856324e-11,7.947483469516231e-11,,1.4095879066363401e-11,1.4647515354534673e-11,1.371264416780283e-11,5.6336982721426785e-11,,1.3308234739023345e-11,1.167850638924176e-11,1.1600159084028865e-11,3.531557183549902e-11,1.6892796475151053e-11,1.6892796475151053e-11,2.2330637067124196e-06,3.876450577009901e-06,7.277107129061062e-06,,4.679225746577641e-07,2.7152098485140834e-06,4.306828646090004e-06,8.481033093884248e-06,,3.662291499068328e-06,2.6114233264541255e-06,3.6595339011797195e-06,7.2301768561552685e-06,,3.5828928561951585e-06,2.3286223489781835e-06,3.3774604253988146e-06,5.734323360474248e-06,4.069462436578402e-06,4.069462436578402e-06
57,-595.7,1.6668833252115417e-11,1.852365635073009e-11,6.823143798141022e-11,,2.6425405800369623e-13,1.702865472369962e-11,1.9855921630180768e-11,8.042305870265081e-11,,1.474105292048997e-11,1.4653916342798026e-11,1.3830047415727371e-11,5.7105774425975294e-11,,1.3677355953982508e-11,1.17497335709393e-11,1.1882117191960219e-11,3.58972574448329e-11,1.784857631191205e-11,1.784857631191205e-11,2.2309265196928004e-06,3.883191951148065e-06,7.310057457956949e-06,,4.7546871971271636e-07,2.709439812498724e-06,4.33137981269345e-06,8.508069744779868e-06,,3.7436309301113787e-06,2.61226031980977e-06,3.673695388455307e-06,7.2572924133126e-06,,3.6346424149092194e-06,2.331888768622218e-06,3.415927508391991e-06,5.765365898622361e-06,4.179931260835232e-06,4.179931260835232e-06
58,-621.7,1.645263823254618e-11,1.8709848201768556e-11,6.809205675559135e-11,,2.7142932217124324e-13,1.6872731324603585e-11,1.999371807145198e-11,8.039584065289745e-11,,1.5313586711664393e-11,1.4649044709384374e-11,1.3873079663690864e-11,5.6291973280326186e-11,,1.3984786605154445e-11,1.1810035175421764e-11,1.205861631943819e-11,3.555715718508958e-11,1.8718982943099327e-11,1.8718982943099327e-11,2.223583216434725e-06,3.87855567698328e-06,7.309183069164303e-06,,4.818808780713618e-07,2.6981341220557267e-06,4.343905964340015e-06,8.495431936528358e-06,,3.8141523646107013e-06,2.6078488716457726e-06,3.6778755214527573e-06,7.216864228173524e-06,,3.677768651323402e-06,2.3309601980957715e-06,3.438462433793856e-06,5.747930193547974e-06,4.277596522485251e-06,4.277596522485251e-06
59,-649.2,1.5968819444224292e-11,1.8603466919106935e-11,6.680869898092747e-11,,2.739824925761177e-13,1.645015487411874e-11,1.980123824739597e-11,7.925349533057536e-11,,1.561093796923023e-11,1.4411386435285159e-11,1.3687442751868341e-11,5.530147045657034e-11,,1.4051673483556211e-11,1.1684951109029961e-11,1.1978590016201536e-11,3.515965461603667e-11,1.9241453825370145e-11,1.9241453825370145e-11,2.198159084552956e-06,3.841097601986451e-06,7.240441394173477e-06,,4.84093208821709e-07,2.666367412773607e-06,4.319656459025749e-06,8.412253743093616e-06,,3.849588107263166e-06,2.5832008933431587e-06,3.6514486434644623e-06,7.14750058479952e-06,,3.6890598557496522e-06,2.3122678551870086e-06,3.4240915454353784e-06,5.710924486522639e-06,4.334011702860208e-06,4.334011702860208e-06
60,-678.2,1.5572758148579416e-11,1.8647611893438877e-11,6.575665700318455e-11,,2.7821188226184566e-13,1.6116309947624023e-11,1.9740465294396263e-11,7.847173879862176e-11,,1.5998663716296473e-11,1.4243828844365553e-11,1.3593476931774719e-11,5.483533716023568e-11,,1.4197813666567847e-11,1.16091279064628e-11,1.1907987015309605e-11,3.5148646974998114e-11,1.985928166104242e-11,1.985928166104242e-11,2.1770749041641333e-06,3.814576659547454e-06,7.183454125905688e-06,,4.877052848432127e-07,2.6403056970397823e-06,4.30825720352988e-06,8.35116288185432e-06,,3.895650593207215e-06,2.5639481251434756e-06,3.6365146844933553e-06,7.1119034383300265e-06,,3.710835142408102e-06,2.2984240636107243e-06,3.4106699523012846e-06,5.705511239005945e-06,4.400235827860019e-06,4.400235827860019e-06
61,-708.2,1.492851217269825e-11,1.842042773730852e-11,6.362248463718415e-11,,2.7693344825308647e-13,1.5507717304249557e-11,1.936458308051267e-11,7.675194090674346e-11,,1.6055206177164047e-11,1.3837502838252717e-11,1.3298541714035467e-11,5.4615600725084444e-11,,1.4061271881869991e-11,1.1337957376602938e-11,1.1572664479375955e-11,3.520348670140453e-11,2.002682501380771e-11,2.002682501380771e-11,2.133607616932924e-06,3.7569967030907733e-06,7.05035995799136e-06,,4.864086233362864e-07,2.5884467257739036e-06,4.260518830186543e-06,8.223324229068733e-06,,3.901133051162842e-06,2.5196914869984757e-06,3.5935148393260206e-06,7.054227148508921e-06,,3.695519114400644e-06,2.2624327323978097e-06,3.358760116799786e-06,5.677910571391859e-06,4.416298616361627e-06,4.416298616361627e-06
62,-739.2,1.418026816265939e-11,1.8205768148519566e-11,6.070485628185636e-11,,2.7326226977739446e-13,1.477674465203494e-11,1.8974713990153165e-11,7.382453757319352e-11,,1.595786283387782e-11,1.3294356628392496e-11,1.304642737200007e-11,5.248353428003603e-11,,1.3804006114768088e-11,1.0954366261110165e-11,1.1175216272960836e-11,3.4109947224001874e-11,1.9948248438860396e-11,1.9948248438860396e-11,2.079437648513232e-06,3.696616057828382e-06,6.876255249310449e-06,,4.829240585542006e-07,2.524144375889263e-06,4.208289408104592e-06,8.03639132437519e-06,,3.887923142555696e-06,2.4629487335172235e-06,3.554479523279661e-06,6.9015793856612526e-06,,3.6640550944540886e-06,2.215256019202893e-06,3.2968182939783753e-06,5.5757558112294315e-06,4.4055854503122944e-06,4.4055854503122944e-06
63,-772.2,1.3683985243344214e-11,1.8552291321193842e-11,5.919165702890347e-11,,2.739378872758913e-13,1.4275699419200751e-11,1.918179434437957e-11,7.293735771508888e-11,,1.6092004845693014e-11,1.2940372233566488e-11,1.3350888629417196e-11,5.2286531631452026e-11,,1.3775147152790211e-11,1.0723300239785893e-11,1.1171792622366365e-11,3.395612662417781e-11,2.009220247724748e-11,2.009220247724748e-11,2.043132891369133e-06,3.6899523550473694e-06,6.764174288143833e-06,,4.83212590033879e-07,2.4810241163257857e-06,4.218542919663571e-06,7.960996629653356e-06,,3.902986487604554e-06,2.425150186755701e-06,3.588589405410679e-06,6.857720480442676e-06,,3.662445968514692e-06,2.184621169406746e-06,3.2921294924086502e-06,5.538044654784599e-06,4.420050975433418e-06,4.420050975433418e-06
64,-807.2,1.307101086777346e-11,1.9169599837847996e-11,5.651649424888236e-11,,2.714678887555739e-13,1.3652076837830801e-11,1.979754931359329e-11,7.073733442257099e-11,,1.6025595552384413e-11,1.2449914255872992e-11,1.4384550224871685e-11,5.122391446714778e-11,,1.359827686929923e-11,1.0382634082430339e-11,1.1729162824513272e-11,3.316139710650331e-11,1.9913337900034916e-11,1.9913337900034916e-11,1.9945089849793616e-06,3.6941460131872657e-06,6.5857404419179e-06,,4.806504884686408e-07,2.4238858321137303e-06,4.259749086296282e-06,7.807906966293069e-06,,3.893735629063459e-06,2.3732211432412296e-06,3.699627147473294e-06,6.753699837958293e-06,,3.6408971346772576e-06,2.141389204631357e-06,3.3545123816996566e-06,5.447294150224925e-06,4.399546926974933e-06,4.399546926974933e-06
65,-844.2,1.2530490364476641e-11,2.0779738987632838e-11,5.3299773665607105e-11,,2.6919885152412657e-13,1.3105340556239128e-11,2.2089187902211065e-11,6.749576335740754e-11,,1.5952402108953966e-11,1.2022840088319446e-11,1.8047563818125124e-11,4.8889731939690125e-11,,1.3450942311472805e-11,1.0074911161831547e-11,1.456137960344955e-11,3.15374234031034e-11,1.9648294747441415e-11,1.9648294747441415e-11,1.947158012192328e-06,3.7371585461742704e-06,6.374993319191798e-06,,4.781943967919824e-07,2.3688544812050373e-06,4.4080832377147665e-06,7.599358697980547e-06,,3.883715879862408e-06,2.3235680724239403e-06,4.009787964054018e-06,6.5736740553323815e-06,,3.622922878078458e-06,2.0996692429443384e-06,3.6193193248716715e-06,5.294358293446864e-06,4.37008487151943e-06,4.37008487151943e-06
